,sentence,scope
115,Who is the head of the radio,oos
141,How many planets have we discovered?,oos
54,In what year the saxophone was played for the first time,oos
44,where I can see the art,oos
32,Some other countries were involved in China's trade,oos
92,Who formulated the theory of relativity,oos
134,What are the most popular airlines?,oos
70,How is the glue made,oos
134,Who will play in the next game in Toledo?,oos
10,How can I become an aerospace engineer?,oos
59,What year was the saxophone first played?,oos
106,Korea has been at war for years,oos
88,How high is Apple's share,oos
101,how to open a line of credit online,oos
102,What does my personality mean?,oos
134,How can I participate in restaurant marketing,oos
78,What is the largest country in the United States,oos
15,Is there overtime in college football?,oos
131,Get me Dwight Howard shooting average,oos
115,How many sides are there in a hexagon?,oos
141,Where is the weakness?,oos
74,What year was the saxophone first played?,oos
4,What is the largest sauce marketing company in the United States,oos
64,What were the achievements of Ben Franklin,oos
108,When was Kobe Bryant born?,oos
13,In which year was Shashank Released?,oos
65,Who is the guardian of Toledo's starting point for the next game?,oos
102,which team plays eli mannign,oos
116,What is the most popular airline,oos
13,When is the next Nintendo Direct,oos
93,When will the next movie starring Thor come out?,oos
97,Are you able to answer algebra equations,oos
70,what does my personality mean,oos
110,Which animals have alpha males?,oos
1,what is the next football match,oos
129,How many people live in Taiwan,oos
1,How can i become an aerospace engineer,oos
142,How many players are on the chick bull,oos
62,formulated the theory of relativity,oos
95,How long is winter,oos
127,When the class starts,oos
53,Who formulated the theory of relativity,oos
77,which city is the super bowl,oos
137,kia sportage 2010 Where to find cruise control,oos
90,what is the formula for the circumference of a circle,oos
30,What is Rhineland?,oos
20,What is Rhineland?,oos
118,when toyota was created,oos
49,can you list me tiger tree statistics,oos
54,what is saas marketing,oos
96,Are there local stations covering the moral march at the rally in February?,oos
96,Do people prefer summer to fall,oos
74,Who is the toledo starting point guard for the next game,oos
146,which trees change color in autumn,oos
114,When the next Nintendo live,oos
74,How Much Money Does Radiohead Earn In A Year,oos
69,what are the benefits of graduating from college,oos
51,What do you call a person born in Segovia,oos
46,What are Van Gogh’s best pieces?,oos
42,What is the largest state in the US,oos
93,Here you will find the capital of Pakistan and its people,oos
83,how to remove coffee stains,oos
86,Which other countries were involved in China's trade war,oos
51,k-12 Education is required outside the United States,oos
27,Where John Denver was born,oos
43,what other countries were involved in the Chinese trade war,oos
109,How long do wire transfers take,oos
102,Who is the toledo starting point guard for the next game,oos
15,The Louvre opens at what time,oos
69,Where john was born,oos
86,is there overtime in college football,oos
12,there are some local stations covering the moral march in Raleigh in February,oos
66,when nintendo was created,oos
136,Do people prefer summer to autumn?,oos
128,When the next movie star is ready,oos
123,What are the best Van Gogh pieces?,oos
75,what is the best price on super smash bros ultimate right now,oos
80,Is it worth investing in the goal,oos
73,What do you call a person born in Segovia?,oos
49,How long is the winter,oos
62,What trees change color in autumn,oos
43,how can i get involved in restaurant marketing?,oos
135,How expensive is the share of apples,oos
39,When is the next time to play utah jazz,oos
25,Is there overtime in college football?,oos
124,what is the current market trend,oos
70,what were some of Ben Franklin's outstanding achievements,oos
19,What is the runtime of all the masters of United Rings movies?,oos
120,Do people prefer summer to fall,oos
135,Which piano is best for classical music?,oos
106,When will the Utah Jazz play next,oos
88,What stage of evolution am I?,oos
6,where can I see art,oos
131,what does it mean to be an alpha male,oos
52,where abraham lincoln lived,oos
3,Are there any local stations covering the Ethical March for Protests in February?,oos
73,I need to talk to my flight related customer service,oos
80,How many game points is average for LeBron James this season,oos
73,How can I start my own marketing company?,oos
98,Is there overtime in college football?,oos
87,Which other personality type is most compatible with infjs?,oos
105,What is the average LeBron James points per game this season?,oos
141,In what years has Korea been at war?,oos
96,How can I get involved in restaurant marketing?,oos
61,what other personality type is most compatible with infjs,oos
52,where is the pit dip,oos
9,Where can I find cruise control on my Kia Sportage 2010?,oos
32,how fast an airplane travels,oos
19,Number of Oscars Winners of Star Wars Movies,oos
74,What are some ways to reduce cost,oos
85,how much a share of apples costs,oos
15,how well they managed to win stars wars movies,oos
112,How many sides are in the shape of a hexagon,oos
131,how to make glue,oos
14,who was the first capcom character,oos
57,Are there any local stations that cover the Raleigh Moral March in February?,oos
101,for what years has Korea been at war,oos
147,who is the scariest character on the start trek,oos
96,who is the most awesome character at the beginning of the trek,oos
21,Which is Toledo's starting point guard for the next game,oos
88,how many planets have we discovered,oos
3,How many students participate in UCB,oos
109,people prefer summer over autumn,oos
55,Is there a Justice League movie?,oos
119,how many students go to ucsb,oos
99,How many years have been the war in korea,oos
35,What is the average battery life of an Android phone?,oos
23,What is the current best price for Super Smash Bros. Ultimate?,oos
121,When did boredom start?,oos
134,Which piano is better for the classics,oos
67,Are there any local stations covering the Raleigh's Ethical Walk in February?,oos
9,How many people live in Taiwan?,oos
132,When is the next movie going to be released with Thor?,oos
4,What stage of development am I in?,oos
121,What is the formula of the circle?,oos
18,Which city is the best package,oos
20,What is the working time of the lords of all the lords movies,oos
82,which is the most popular airline,oos
12,please explain the catch rule to me,oos
128,how long does winter last,oos
142,at what time the louvre opens,oos
137,What year was Star Trek released?,oos
63,what is the formula for the circumference of a circle,oos
135,Are there any Justice League movies coming out,oos
8,Please explain the law of fishing to me,oos
11,what is rhineland,oos
30,What are the best Van Gogh pieces?,oos
4,How many years has South Korea been at war?,oos
113,How do I open a line of credit?,oos
145,How do I change my billing address,oos
34,What's the best price on Super Smash Bros Ultimate now,oos
117,what a wonderful character has appeared in most movies,oos
90,How many planes travel,oos
98,where can I see art,oos
95,get me a dwight howard shooting average,oos
43,Why do men want to be alpha,oos
79,Please tell me the catch rule,oos
3,Where was John Denver Born?,oos
16,When the theory of evolution was first considered,oos
71,when the theory of evolution was first considered,oos
89,how many planets have we discovered,oos
71,how expensive is a piece of apple,oos
31,Super Smash Bros. is finally what is the best price right now,oos
99,what an amazing character he has seen in most films,oos
48,what percentage of the species show cool-blooded traits,oos
14,which animals have alpha males,oos
43,When is Nintendo the next direct,oos
121,How fast does the plane move?,oos
91,What other character type is compatible with infjs?,oos
137,how many students attend ucsb,oos
29,all titles from my region,oos
31,How much is the bank overdraft fee?,oos
69,how much is 1 part of anapl,oos
6,which piano is best for classical,oos
78,which character is most famous from Titanic,oos
